latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,8342.21094,17.69593,16.13029,-0.82993
32.76018,-97.60131,8340.99219,16.88343,11.69279,-0.75936
32.76021,-97.56938,8338.96094,17.38343,11.31779,-0.95712
32.76022,-97.53746,8336.36719,18.75843,14.75529,-0.44602
32.76023,-97.50554,8330.71094,19.82093,17.06779,0.21205
32.76023,-97.47361,8329.80469,19.69593,19.63029,0.26306
32.76021,-97.44169,8327.96094,18.19593,23.44279,-0.26053
32.76019,-97.40976,8327.21094,15.94593,25.25529,-0.56673
32.76016,-97.37784,8329.92969,14.00843,23.19279,-0.20932
32.76012,-97.34591,8332.92969,13.13343,20.13029,0.42253
32.76007,-97.31399,8338.52344,12.82093,17.31779,1.40022
32.76001,-97.28206,8345.46094,13.57093,13.50529,-1.67963
32.75994,-97.25014,8349.02344,16.94593,13.25529,-2.25373
32.75987,-97.21821,8341.61719,19.57093,14.31779,3.44507
32.75978,-97.18629,8332.83594,17.38343,17.19279,5.65066
32.75968,-97.15437,8329.11719,14.44593,18.44279,5.34149
32.75958,-97.12244,8333.83594,14.50843,17.88029,5.22826
32.75946,-97.09052,8331.30469,16.00843,20.44279,4.5921
32.75934,-97.05859,8327.86719,18.44593,22.00529,1.76134
32.75921,-97.02667,8327.99219,20.44593,22.25529,-0.75935
32.75906,-96.99475,8327.61719,19.88343,23.13029,-1.27514
32.75891,-96.96282,8331.67969,18.32093,23.31779,-1.05141
32.75875,-96.9309,8336.14844,17.94593,22.63029,-0.54688
32.75858,-96.89897,8341.74219,19.50843,22.75529,0.19867
32.787,-97.63328,8348.27344,15.19593,15.63029,-0.31846
32.78703,-97.60134,8340.42969,14.00843,9.44279,-1.14881
32.78705,-97.56941,8339.39844,14.13343,9.00529,-1.59497
32.78707,-97.53747,8331.67969,15.25843,13.75529,-1.0074
32.78708,-97.50554,8328.71094,16.57093,16.50529,-0.45826
32.78707,-97.4736,8330.58594,17.57093,18.38029,-1.33667
32.78706,-97.44167,8329.02344,17.13343,22.06779,-2.21718
32.78704,-97.40973,8331.92969,15.82093,24.00529,-1.9526
32.78701,-97.37779,8332.77344,14.69593,22.88029,-0.97569
32.78697,-97.34586,8334.36719,13.94593,21.50529,0.52449
32.78692,-97.31392,8341.67969,13.25843,18.94279,1.66817
32.78686,-97.28199,8349.30469,12.50843,14.63029,-1.12311
32.78679,-97.25005,8357.30469,15.00843,16.19279,1.21496
32.78671,-97.21812,8352.80469,17.07093,16.81779,8.34613
32.78663,-97.18618,8341.67969,14.13343,16.31779,10.38853
32.78653,-97.15425,8336.52344,13.69593,14.81779,9.62245
32.78642,-97.12231,8334.58594,18.63343,13.19279,6.61997
32.78631,-97.09037,8325.99219,23.07093,16.25529,3.34968
32.78619,-97.05844,8322.49219,24.32093,21.13029,1.33842
