latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,3640.7334,7.4318,31.03153,-0.0252
32.76018,-97.60131,3624.7959,7.9943,27.78153,-0.53351
32.76021,-97.56938,3619.0459,8.8068,25.90653,1.19858
32.76022,-97.53746,3614.26465,12.1818,26.15653,0.48356
32.76023,-97.50554,3602.4209,15.4318,26.09403,-0.06381
32.76023,-97.47361,3582.9209,16.1818,25.84403,0.48831
32.76021,-97.44169,3565.1084,14.7443,24.78153,0.88669
32.76019,-97.40976,3559.38965,12.4943,23.59403,0.63493
32.76016,-97.37784,3561.82715,9.6193,22.21903,-0.14764
32.76012,-97.34591,3562.38965,8.5568,23.21903,0.40433
32.76007,-97.31399,3560.9834,8.4943,23.65653,2.64412
32.76001,-97.28206,3560.3584,8.4318,23.65653,3.85489
32.75994,-97.25014,3563.6709,9.1818,26.09403,2.41079
32.75987,-97.21821,3559.01465,6.5568,28.21903,0.85304
32.75978,-97.18629,3552.4209,1.3068,29.03153,2.80552
32.75968,-97.15437,3542.63965,-2.3182,28.53153,5.46953
32.75958,-97.12244,3559.4834,-2.9432,29.65653,5.26504
32.75946,-97.09052,3562.1709,-0.2557,29.28153,3.04245
32.75934,-97.05859,3556.5459,3.1818,27.15653,2.01093
32.75921,-97.02667,3547.76465,5.4318,25.34403,1.88528
32.75906,-96.99475,3541.4834,6.5568,24.21903,0.88116
32.75891,-96.96282,3541.70215,6.8068,23.78153,0.75644
32.75875,-96.9309,3541.32715,6.3693,21.71903,2.02737
32.75858,-96.89897,3553.82715,5.3068,19.96903,2.77341
32.787,-97.63328,3646.3584,7.2443,30.34403,-2.02264
32.78703,-97.60134,3631.01465,7.1193,27.78153,0.19087
32.78705,-97.56941,3626.1084,8.6818,28.15653,0.74749
32.78707,-97.53747,3606.4209,11.9318,27.78153,-0.26047
32.78708,-97.50554,3586.1709,15.1193,27.09403,0.19469
32.78707,-97.4736,3566.7334,15.6818,26.90653,-0.14858
32.78706,-97.44167,3558.63965,13.3068,26.15653,0.97632
32.78704,-97.40973,3570.82715,10.8693,25.40653,1.37931
32.78701,-97.37779,3571.45215,8.6193,24.71903,0.50866
32.78697,-97.34586,3561.76465,8.3068,25.21903,0.53902
32.78692,-97.31392,3569.76465,8.4943,24.46903,2.97539
32.78686,-97.28199,3559.4834,6.3693,21.59403,3.78537
32.78679,-97.25005,3549.57715,3.8068,22.46903,3.34762
32.78671,-97.21812,3543.07715,1.5568,29.71903,2.39846
32.78663,-97.18618,3540.82715,0.4943,33.96903,2.82996
32.78653,-97.15425,3536.13965,0.5568,32.78153,4.23046
32.78642,-97.12231,3539.7334,1.4318,31.46903,2.71107
32.78631,-97.09037,3540.26465,3.6193,29.65653,0.38206
32.78619,-97.05844,3545.1709,5.8068,26.84403,-0.25484
32.78605,-97.0265,3535.4209,7.0568,24.65653,-0.09754
32.78591,-96.99457,3534.82715,7.1818,24.09403,0.52879
32.78576,-96.96264,3537.63965,6.9943,23.71903,1.64502
32.7856,-96.9307,3535.9209,7.3693,20.78153,2.33243
32.78543,-96.89877,3533.76465,7.9318,17.96903,2.29565
32.81384,-97.63333,3623.4834,2.6818,28.40653,-0.02129
32.81388,-97.60138,3613.7334,3.8693,29.46903,1.89394
32.8139,-97.56943,3594.95215,7.7443,30.71903,-0.05213
32.81392,-97.53749,3585.63965,10.9318,28.78153,0.02877
32.81392,-97.50554,3580.6709,12.4318,27.84403,0.00565
32.81392,-97.47359,3558.95215,11.3068,29.21903,-0.72674
32.81391,-97.44165,3572.9209,9.5568,29.15653,1.09163
32.81389,-97.4097,3588.82715,8.7443,27.90653,1.72216
32.81386,-97.37775,3575.88965,7.9943,27.84403,1.01721
32.81382,-97.3458,3577.20215,9.5568,28.15653,0.94443
32.81377,-97.31386,3571.63965,11.1818,25.34403,4.49949
32.81371,-97.28191,3566.1709,9.3068,20.59403,4.6576
32.81364,-97.24996,3558.88965,6.1818,18.59403,2.81284
32.81356,-97.21802,3559.0459,4.3068,25.78153,2.66149
32.81348,-97.18607,3555.4834,4.8068,33.34403,1.78472
32.81338,-97.15413,3551.20215,6.3068,33.03153,0.47282
32.81327,-97.12218,3547.63965,6.1818,29.53153,-1.27026
32.81316,-97.09023,3537.4209,4.8693,27.46903,-0.58332
32.81303,-97.05829,3537.7959,4.1818,25.46903,0.59039
32.8129,-97.02634,3539.4834,4.5568,23.53153,1.13355
32.81276,-96.99439,3543.8584,5.1818,22.21903,1.81201
32.81261,-96.96245,3544.4209,5.9943,20.90653,1.95428
32.81244,-96.9305,3541.7334,7.4318,19.03153,1.7911
32.81227,-96.89856,3530.1709,8.9943,17.28153,1.42415
32.84069,-97.63337,3595.9209,-0.2557,26.84403,5.27767
32.84073,-97.60141,3592.7959,1.6193,31.71903,1.66872
32.84075,-97.56946,3596.07715,6.9318,32.65653,-0.49952
32.84077,-97.5375,3597.57715,9.6193,29.78153,0.0905
32.84077,-97.50554,3582.1084,7.6193,27.96903,0.64663
32.84077,-97.47358,3560.7959,4.3693,30.15653,1.20729
32.84076,-97.44163,3581.4209,4.5568,30.59403,0.96992
32.84074,-97.40967,3588.1709,6.3693,29.65653,1.58343
32.84071,-97.37771,3587.82715,7.6818,30.59403,1.39403
32.84067,-97.34575,3584.5459,10.8693,31.46903,0.66464
32.84062,-97.31379,3578.1084,14.8693,27.34403,2.49229
32.84056,-97.28184,3571.57715,15.3693,21.46903,2.43647
32.84049,-97.24988,3572.88965,13.0568,17.46903,0.69832
32.84041,-97.21792,3575.0459,10.2443,20.09403,1.32702
32.84032,-97.18596,3575.51465,8.5568,26.78153,1.41869
32.84023,-97.15401,3574.2959,7.5568,27.84403,-1.04358
32.84012,-97.12205,3562.63965,5.2443,25.53153,-1.59387
32.84001,-97.09009,3556.7334,2.6193,24.09403,1.98413
32.83988,-97.05813,3547.76465,1.9318,22.03153,2.873
32.83975,-97.02618,3547.57715,2.8693,20.28153,2.23424
32.83961,-96.99422,3554.0459,4.1818,19.03153,1.74713
32.83946,-96.96226,3549.88965,5.4318,18.46903,1.50886
32.83929,-96.93031,3542.7959,6.8693,18.46903,1.63069
32.83912,-96.89835,3533.4209,8.4943,18.15653,1.54513
32.86754,-97.63342,3614.20215,-0.5682,27.28153,4.7753
32.86758,-97.60145,3619.01465,1.0568,32.84403,0.1176
32.8676,-97.56948,3608.45215,6.3068,33.46903,-0.36888
32.86762,-97.53751,3589.7334,8.9943,30.84403,0.07489
32.86763,-97.50554,3573.1084,7.3693,27.46903,2.43842
32.86762,-97.47357,3565.26465,3.8693,27.15653,2.46087
32.86761,-97.4416,3590.95215,3.1193,27.59403,0.54306
32.86759,-97.40964,3599.01465,5.1193,28.84403,1.2595
32.86756,-97.37767,3596.13965,7.6818,31.53153,1.21198
32.86752,-97.3457,3584.2334,11.2443,33.09403,0.19138
32.86747,-97.31373,3578.6084,14.8693,29.53153,0.09838
32.86741,-97.28176,3580.6709,16.1193,23.96903,0.00566
32.86734,-97.24979,3587.7334,14.5568,19.59403,-0.22512
32.86726,-97.21782,3593.26465,11.2443,19.28153,-0.60644
32.86718,-97.18585,3587.01465,7.3693,22.96903,-1.25228
32.86708,-97.15389,3578.63965,3.9318,24.34403,-2.25505
32.86697,-97.12192,3564.57715,1.8068,22.78153,-0.01738
32.86686,-97.08995,3556.88965,1.9943,20.40653,2.00151
32.86673,-97.05798,3553.8584,3.8693,18.34403,1.17389
32.8666,-97.02601,3555.88965,5.3068,17.78153,0.56767
32.86646,-96.99404,3549.88965,5.7443,17.84403,0.88527
32.86631,-96.96208,3540.70215,5.9943,18.40653,1.43406
32.86614,-96.93011,3534.32715,6.4943,19.09403,1.73291
32.86597,-96.89814,3540.7334,6.9943,19.15653,1.37153
32.8944,-97.63347,3602.95215,-0.3807,28.65653,1.33363
32.89443,-97.60149,3606.13965,1.7443,32.34403,-0.49942
32.89446,-97.56951,3591.26465,5.8068,32.78153,-0.1407
32.89447,-97.53752,3581.6084,9.1818,31.09403,0.74576
32.89448,-97.50554,3572.8584,11.4943,27.34403,2.25953
32.89447,-97.47356,3576.70215,10.5568,23.65653,1.99378
32.89446,-97.44158,3586.07715,7.6193,22.84403,0.6536
32.89444,-97.4096,3605.1084,6.4943,25.78153,0.71418
32.89441,-97.37762,3596.76465,8.2443,30.09403,0.33446
32.89437,-97.34564,3587.63965,11.2443,32.53153,-0.6028
32.89432,-97.31366,3587.07715,13.8693,30.53153,-0.60646
32.89426,-97.28168,3590.3584,14.1818,26.65653,-0.17567
32.89419,-97.2497,3599.2334,10.7443,22.78153,0.00565
32.89411,-97.21772,3596.2334,5.2443,21.28153,-0.77631
32.89403,-97.18574,3586.38965,1.2443,23.21903,-1.36861
32.89393,-97.15376,3574.0459,-0.0682,23.15653,0.24373
32.89383,-97.12179,3566.4209,0.8693,20.09403,1.25053
32.89371,-97.08981,3559.0459,3.8693,17.96903,-0.65346
32.89359,-97.05783,3561.45215,6.8693,17.71903,-1.35267
32.89345,-97.02585,3551.7959,7.8693,18.15653,-0.09763
32.89331,-96.99387,3544.82715,7.3693,18.53153,1.10055
32.89316,-96.96189,3543.20215,6.6818,18.84403,1.63151
32.893,-96.92991,3538.70215,6.3068,19.09403,1.5764
32.92125,-97.63351,3608.1084,1.0568,29.21903,-0.40532
32.92128,-97.60152,3595.07715,3.1818,30.03153,-0.52455
32.92131,-97.56953,3582.70215,6.0568,30.71903,-0.17868
32.92133,-97.53754,3577.6709,9.5568,30.15653,0.88261
32.92133,-97.50555,3572.4209,13.5568,27.40653,0.99213
32.92133,-97.47356,3594.1709,14.6818,23.46903,0.76082
32.92132,-97.44156,3601.2334,11.9943,21.28153,1.03395
32.92129,-97.40957,3608.26465,9.6193,23.65653,1.3205
32.92126,-97.37758,3601.9209,9.5568,28.09403,-0.23755
32.92122,-97.34559,3602.38965,11.0568,31.53153,-1.54169
32.92117,-97.3136,3600.1084,12.8068,32.34403,-0.94493
32.92111,-97.28161,3596.7334,11.6193,30.78153,0.75559
32.92105,-97.24962,3593.76465,6.8693,27.65653,1.78414
32.92097,-97.21763,3590.70215,2.4943,23.53153,3.06317
