latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,8852.93945,16.45439,13.41414,-0.74212
32.76018,-97.60131,8852.6582,16.07939,10.22664,-0.43784
32.76021,-97.56938,8850.7207,16.14189,9.10164,-0.65332
32.76022,-97.53746,8848.75195,16.57939,12.66414,-0.39726
32.76023,-97.50554,8843.9082,17.14189,17.03914,0.23684
32.76023,-97.47361,8844.50195,17.20439,20.91414,0.41904
32.76021,-97.44169,8843.68945,16.32939,23.60164,-0.01283
32.76019,-97.40976,8843.12695,15.01689,23.53914,-0.32982
32.76016,-97.37784,8845.7832,14.14189,20.66414,-0.19498
32.76012,-97.34591,8849.1582,14.39189,17.10164,0.06138
32.76007,-97.31399,8855.12695,15.32939,14.53914,1.07418
32.76001,-97.28206,8861.25195,15.32939,12.41414,-1.93583
32.75994,-97.25014,8864.00195,16.70439,12.53914,-3.19143
32.75987,-97.21821,8857.7207,18.32939,13.47664,3.55502
32.75978,-97.18629,8851.1582,16.01689,15.28914,7.00185
32.75968,-97.15437,8848.25195,13.82939,15.91414,6.76904
32.75958,-97.12244,8851.4082,14.57939,17.35164,6.62137
32.75946,-97.09052,8848.31445,17.20439,19.85164,5.26629
32.75934,-97.05859,8844.75195,20.70439,19.78914,1.34132
32.75921,-97.02667,8844.50195,21.70439,19.16414,-1.11418
32.75906,-96.99475,8843.93945,19.95439,19.28914,-1.25426
32.75891,-96.96282,8848.06445,18.64189,19.60164,-0.80195
32.75875,-96.9309,8852.0957,18.51689,20.10164,-0.45112
32.75858,-96.89897,8856.2207,19.14189,20.85164,-0.06001
32.787,-97.63328,8858.87695,15.64189,13.78914,-0.11414
32.78703,-97.60134,8851.4082,14.76689,8.60164,-0.83635
32.78705,-97.56941,8850.31445,13.89189,5.91414,-1.3478
32.78707,-97.53747,8843.9707,14.01689,9.66414,-0.77451
32.78708,-97.50554,8842.75195,15.20439,15.16414,-0.34991
32.78707,-97.4736,8845.56445,16.26689,19.10164,-1.08445
32.78706,-97.44167,8844.6582,16.64189,21.35164,-1.67906
32.78704,-97.40973,8847.4082,16.70439,21.47664,-1.36982
32.78701,-97.37779,8848.2832,16.45439,20.16414,-0.60695
32.78697,-97.34586,8850.5957,16.14189,18.91414,0.45265
32.78692,-97.31392,8857.4707,16.26689,16.97664,1.49946
32.78686,-97.28199,8864.7207,14.76689,13.35164,-1.32186
32.78679,-97.25005,8873.25195,14.64189,14.03914,-0.11405
32.78671,-97.21812,8872.31445,16.07939,16.03914,8.19923
32.78663,-97.18618,8863.2207,14.89189,15.72664,11.38497
32.78653,-97.15425,8857.2207,15.82939,13.97664,9.7174
32.78642,-97.12231,8853.37695,20.57939,14.16414,6.0892
32.78631,-97.09037,8844.31445,24.76689,17.72664,3.27656
32.78619,-97.05844,8840.00195,26.45439,20.97664,1.41538
32.78605,-97.0265,8836.3457,24.14189,22.47664,0.67551
32.78591,-96.99457,8837.0332,19.26689,21.53914,0.86347
32.78576,-96.96264,8843.4082,16.82939,18.91414,0.27717
32.7856,-96.9307,8847.6582,17.95439,18.35164,-0.49168
32.78543,-96.89877,8848.31445,19.89189,20.22664,-0.51167
32.81384,-97.63333,8844.2832,14.20439,13.78914,-0.45823
32.81388,-97.60138,8845.18945,12.45439,7.35164,-1.90282
32.8139,-97.56943,8840.93945,11.89189,4.10164,-2.12933
32.81392,-97.53749,8840.8457,13.01689,6.28914,-1.15744
32.81392,-97.50554,8845.00195,14.20439,12.16414,-0.91513
32.81392,-97.47359,8842.62695,15.76689,16.28914,-0.37001
32.81391,-97.44165,8845.2832,18.45439,18.03914,-1.94004
32.81389,-97.4097,8849.62695,20.26689,18.16414,-2.83303
32.81386,-97.37775,8849.5957,20.14189,18.66414,-1.57901
32.81382,-97.3458,8852.7207,18.95439,19.97664,0.56745
32.81377,-97.31386,8857.31445,17.95439,19.35164,1.60701
32.81371,-97.28191,8865.7832,15.89189,15.66414,-0.20858
32.81364,-97.24996,8871.87695,14.01689,16.66414,0.89178
32.81356,-97.21802,8879.0957,15.07939,19.53914,5.19099
32.81348,-97.18607,8876.0957,17.89189,19.41414,6.16511
32.81338,-97.15413,8866.18945,21.82939,18.53914,5.86298
32.81327,-97.12218,8856.9082,26.57939,18.10164,4.54671
32.81316,-97.09023,8844.4707,29.95439,19.60164,1.70543
32.81303,-97.05829,8838.87695,29.64189,23.16414,0.07495
32.8129,-97.02634,8838.06445,24.20439,26.22664,0.695
32.81276,-96.99439,8837.5957,16.82939,23.35164,2.52807
32.81261,-96.96245,8840.12695,13.95439,17.78914,2.07118
32.81244,-96.9305,8843.68945,16.32939,16.60164,-0.10055
32.81227,-96.89856,8843.5332,19.70439,19.16414,-0.82215
32.84069,-97.63337,8840.87695,13.26689,14.97664,-1.09119
32.84073,-97.60141,8837.7207,10.82939,8.28914,-2.21728
32.84075,-97.56946,8840.4082,11.20439,5.22664,-1.7182
32.84077,-97.5375,8846.50195,13.45439,5.91414,-0.67943
32.84077,-97.50554,8848.00195,13.76689,10.85164,-0.08678
32.84077,-97.47358,8848.0957,14.26689,16.85164,4.11953
32.84076,-97.44163,8847.50195,19.45439,18.91414,3.1284
32.84074,-97.40967,8847.87695,24.14189,17.41414,-1.92138
32.84071,-97.37771,8849.9082,23.14189,17.91414,-2.46255
32.84067,-97.34575,8852.2832,20.14189,20.85164,0.10866
32.84062,-97.31379,8854.7207,18.32939,21.72664,1.45807
32.84056,-97.28184,8859.2832,17.14189,18.60164,0.79701
32.84049,-97.24988,8864.1582,15.64189,18.41414,0.43947
32.84041,-97.21792,8869.31445,15.95439,21.10164,-0.27644
32.84032,-97.18596,8868.9707,19.26689,22.35164,-0.41872
32.84023,-97.15401,8865.8457,23.14189,23.47664,1.61578
32.84012,-97.12205,8860.2207,26.14189,24.16414,2.45637
32.84001,-97.09009,8849.7832,27.70439,24.47664,-0.76098
32.83988,-97.05813,8845.4082,25.39189,27.28914,-1.97232
32.83975,-97.02618,8842.7832,18.95439,28.97664,1.09202
32.83961,-96.99422,8836.68945,13.57939,22.10164,4.78322
32.83946,-96.96226,8834.9707,13.07939,15.16414,3.69265
32.83929,-96.93031,8840.0957,16.32939,14.66414,-0.08711
32.83912,-96.89835,8843.31445,19.70439,18.47664,-1.24752
32.86754,-97.63342,8842.4707,13.95439,17.78914,-0.94859
32.86758,-97.60145,8840.56445,11.57939,11.78914,-0.38349
32.8676,-97.56948,8843.8457,12.51689,8.28914,0.14221
32.86762,-97.53751,8846.81445,14.64189,8.41414,0.38441
32.86763,-97.50554,8851.37695,15.07939,11.66414,1.17005
32.86762,-97.47357,8863.43945,16.20439,18.91414,5.11519
32.86761,-97.4416,8861.6582,21.95439,21.72664,4.95255
32.86759,-97.40964,8853.25195,26.45439,18.53914,-0.09372
32.86756,-97.37767,8849.68945,24.51689,18.22664,-1.85435
32.86752,-97.3457,8850.5332,20.14189,21.66414,-0.21535
32.86747,-97.31373,8851.3457,17.39189,23.22664,1.25607
32.86741,-97.28176,8855.7832,17.01689,21.10164,1.64841
32.86734,-97.24979,8862.62695,16.39189,20.10164,0.59491
32.86726,-97.21782,8866.9707,16.39189,21.66414,-2.50465
32.86718,-97.18585,8861.81445,18.82939,21.41414,-1.01114
32.86708,-97.15389,8861.0957,20.57939,23.66414,2.52535
32.86697,-97.12192,8856.50195,20.76689,27.03914,1.89761
32.86686,-97.08995,8850.3457,19.45439,27.91414,-1.52688
32.86673,-97.05798,8844.87695,16.32939,28.78914,-0.3699
32.8666,-97.02601,8836.37695,13.82939,26.10164,4.97004
32.86646,-96.99404,8829.8457,14.39189,16.97664,7.46158
32.86631,-96.96208,8830.62695,17.07939,11.78914,3.3987
32.86614,-96.93011,8839.2207,19.89189,13.41414,-0.93794
32.86597,-96.89814,8845.7832,21.01689,18.72664,-1.5109
32.8944,-97.63347,8835.12695,14.20439,19.16414,0.97589
32.89443,-97.60149,8842.5332,13.32939,13.91414,2.09688
32.89446,-97.56951,8842.9707,14.95439,11.16414,1.35557
32.89447,-97.53752,8843.6582,16.01689,11.41414,0.66716
32.89448,-97.50554,8847.0332,16.14189,12.91414,0.98876
32.89447,-97.47356,8856.50195,18.20439,17.47664,2.59566
32.89446,-97.44158,8857.93945,22.76689,20.03914,2.53632
32.89444,-97.4096,8853.43945,25.82939,18.85164,0.26981
32.89441,-97.37762,8850.12695,24.39189,19.16414,-0.54514
32.89437,-97.34564,8851.5332,20.89189,22.41414,0.06137
32.89432,-97.31366,8855.5332,18.45439,23.47664,0.15592
32.89426,-97.28168,8860.62695,17.20439,22.16414,0.54772
32.89419,-97.2497,8865.43945,15.64189,22.03914,0.568
32.89411,-97.21772,8868.43945,14.64189,22.10164,-2.55868
32.89403,-97.18574,8861.5332,16.51689,20.53914,1.65374
32.89393,-97.15376,8861.1582,18.32939,23.03914,7.74162
32.89383,-97.12179,8852.43945,17.45439,26.10164,5.8673
32.89371,-97.08981,8843.4082,15.20439,25.72664,3.79493
32.89359,-97.05783,8836.87695,14.01689,23.41414,6.11668
32.89345,-97.02585,8829.25195,15.76689,18.10164,8.68321
32.89331,-96.99387,8829.5957,19.07939,11.97664,5.70927
32.89316,-96.96189,8835.5332,21.89189,10.60164,0.40624
32.893,-96.92991,8843.4082,23.20439,13.85164,-1.56574
32.92125,-97.63351,8842.9707,13.82939,17.47664,3.03941
32.92128,-97.60152,8843.4707,15.20439,13.97664,2.55651
32.92131,-97.56953,8839.37695,17.07939,13.03914,0.88372
32.92133,-97.53754,8838.18945,17.07939,13.28914,0.04778
32.92133,-97.50555,8840.4082,16.89189,13.10164,-0.13376
32.92133,-97.47356,8846.81445,18.76689,14.53914,0.33668
32.92132,-97.44156,8850.7832,21.76689,17.16414,0.31662
32.92129,-97.40957,8849.56445,23.70439,19.41414,-0.37616
