latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,755.70093,4.70677,3.0867,0.01291
32.76018,-97.60131,732.35718,5.64427,4.7117,-0.38441
32.76021,-97.56938,718.23218,4.39427,5.2117,0.5985
32.76022,-97.53746,705.07593,-0.54323,4.6492,0.92385
32.76023,-97.50554,686.51343,-3.10573,2.6492,-0.13937
32.76023,-97.47361,661.82593,-1.54323,0.5867,-0.50815
32.76021,-97.44169,637.79468,-2.48073,1.8992,0.47655
32.76019,-97.40976,625.13843,-6.85573,5.2117,0.54641
32.76016,-97.37784,624.04468,-8.66823,7.6492,-0.17189
32.76012,-97.34591,620.70093,-7.66823,8.5242,-0.21634
32.76007,-97.31399,614.57593,-7.85573,8.6492,0.22519
32.76001,-97.28206,614.66968,-9.66823,7.1492,0.05767
32.75994,-97.25014,628.70093,-10.35573,4.5242,-0.52079
32.75987,-97.21821,636.48218,-8.91823,3.9617,-0.57546
32.75978,-97.18629,625.10718,-7.91823,5.2742,0.37648
32.75968,-97.15437,607.91968,-9.98073,5.5867,0.8988
32.75958,-97.12244,626.41968,-13.41823,5.7117,0.85665
32.75946,-97.09052,624.45093,-15.79323,6.3992,0.68316
32.75934,-97.05859,613.73218,-16.73073,7.5867,0.51188
32.75921,-97.02667,601.10718,-17.54323,8.7742,0.46397
32.75906,-96.99475,591.41968,-18.41823,9.7742,0.3688
32.75891,-96.96282,588.13843,-18.98073,10.2117,0.16159
32.75875,-96.9309,586.29468,-18.91823,9.7742,-0.17805
32.75858,-96.89897,606.66968,-18.54323,8.8992,-0.29596
32.787,-97.63328,762.57593,5.45677,3.8992,-0.70493
32.78703,-97.60134,745.29468,6.14427,5.4617,-0.05763
32.78705,-97.56941,728.70093,2.76927,5.0242,0.77978
32.78707,-97.53747,695.73218,-2.66823,4.2742,0.80871
32.78708,-97.50554,659.63843,-4.41823,3.0242,-0.46044
32.78707,-97.4736,643.54468,-1.04323,1.9617,-1.05809
32.78706,-97.44167,635.85718,-0.66823,3.3367,0.37562
32.78704,-97.40973,645.66968,-5.10573,5.7742,0.63378
32.78701,-97.37779,642.13843,-7.35573,7.6492,-0.13276
32.78697,-97.34586,621.66968,-7.16823,8.0867,-0.05706
32.78692,-97.31392,628.32593,-8.60573,8.0242,0.53031
32.78686,-97.28199,614.88843,-11.10573,7.1492,0.4943
32.78679,-97.25005,605.13843,-11.48073,5.2117,-0.20003
32.78671,-97.21812,605.98218,-9.79323,3.4617,-0.16893
32.78663,-97.18618,602.82593,-9.73073,2.8367,0.76192
32.78653,-97.15425,594.76343,-12.35573,2.4617,1.12278
32.78642,-97.12231,600.10718,-15.10573,2.5867,0.64269
32.78631,-97.09037,600.10718,-16.29323,3.6492,0.28991
