latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,18128.09961,-1.5149,5.50743,0.1745
32.76018,-97.60131,18127.25586,-1.5149,5.75743,-0.02843
32.76021,-97.56938,18123.44336,-1.3274,6.00743,-0.1549
32.76022,-97.53746,18121.47461,-1.0774,5.94493,-0.1549
32.76023,-97.50554,18117.34961,-1.0149,5.63243,-0.15514
32.76023,-97.47361,18118.16211,-1.2649,5.13243,-0.20619
32.76021,-97.44169,18115.88086,-1.6399,4.75743,-0.35883
32.76019,-97.40976,18112.88086,-2.0774,4.56993,-0.48543
32.76016,-97.37784,18111.81836,-2.4524,4.63243,-0.56092
32.76012,-97.34591,18112.25586,-2.6399,4.75743,-0.6109
32.76007,-97.31399,18117.97461,-2.5774,5.06993,-0.63566
32.76001,-97.28206,18124.16211,-2.3899,5.44493,-0.55941
32.75994,-97.25014,18128.59961,-2.2649,5.81993,-0.4834
32.75987,-97.21821,18135.53711,-2.1399,6.31993,-0.35679
32.75978,-97.18629,18144.16211,-2.0149,7.00743,-0.20508
32.75968,-97.15437,18145.25586,-1.9524,7.63243,-0.07876
32.75958,-97.12244,18140.94336,-1.7649,8.19493,-0.00307
32.75946,-97.09052,18133.03711,-1.5149,8.50743,0.0221
32.75934,-97.05859,18127.06836,-1.4524,8.63243,-0.02824
32.75921,-97.02667,18125.09961,-1.7024,8.69493,-0.12906
32.75906,-96.99475,18120.53711,-2.2649,8.75743,-0.22998
32.75891,-96.96282,18120.19336,-2.7649,8.63243,-0.28015
32.75875,-96.9309,18124.13086,-2.8274,8.31993,-0.12875
32.75858,-96.89897,18129.00586,-2.3274,7.81993,-0.00306
32.787,-97.63328,18133.16211,-1.0774,4.63243,-0.12995
32.78703,-97.60134,18124.28711,-1.1399,5.00743,-0.07918
32.78705,-97.56941,18122.66211,-1.2649,5.38243,0.02226
32.78707,-97.53747,18118.59961,-1.4524,5.38243,0.02225
32.78708,-97.50554,18119.66211,-1.5774,4.94493,-0.07911
32.78707,-97.4736,18123.19336,-1.7024,4.44493,-0.23116
32.78706,-97.44167,18119.81836,-1.8899,4.19493,-0.43375
32.78704,-97.40973,18117.13086,-2.0149,4.13243,-0.58487
32.78701,-97.37779,18113.94336,-2.2649,4.19493,-0.63451
32.78697,-97.34586,18114.00586,-2.2649,4.38243,-0.65898
32.78692,-97.31392,18117.31836,-2.1399,4.44493,-0.63337
32.78686,-97.28199,18124.59961,-1.8274,4.63243,-0.53268
32.78679,-97.25005,18135.00586,-1.5149,5.00743,-0.48239
32.78671,-97.21812,18148.34961,-1.2024,5.50743,-0.43206
32.78663,-97.18618,18151.50586,-1.0149,6.25743,-0.38171
32.78653,-97.15425,18143.34961,-0.9524,7.13243,-0.35647
32.78642,-97.12231,18138.91211,-1.0149,7.88243,-0.33113
32.78631,-97.09037,18133.72461,-1.0774,8.50743,-0.20489
32.78619,-97.05844,18127.13086,-1.2024,8.88243,-0.20489
32.78605,-97.0265,18123.41211,-1.5149,9.06993,-0.20502
32.78591,-96.99457,18121.06836,-2.0774,9.19493,-0.33152
32.78576,-96.96264,18119.28711,-2.7024,9.13243,-0.40683
