latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,6066.6709,14.65323,29.33866,-0.70535
32.76018,-97.60131,6058.1709,16.02823,30.65116,-0.82974
32.76021,-97.56938,6054.7334,18.34073,30.08866,-0.47945
32.76022,-97.53746,6052.1084,18.77823,26.65116,-0.3637
32.76023,-97.50554,6044.45215,15.90323,24.33866,-0.41219
32.76023,-97.47361,6035.82715,13.77823,24.02616,-0.20798
32.76021,-97.44169,6027.1084,15.02823,23.33866,-0.20802
32.76019,-97.40976,6025.1084,17.65323,22.71366,-0.48661
32.76016,-97.37784,6029.0459,19.09073,23.27616,-0.46199
32.76012,-97.34591,6031.88965,18.52823,24.46366,-0.04915
32.76007,-97.31399,6039.38965,16.96573,23.33866,0.91339
32.76001,-97.28206,6048.20215,17.52823,20.33866,1.40339
32.75994,-97.25014,6052.45215,20.40323,16.46366,2.29202
32.75987,-97.21821,6037.57715,22.15323,16.08866,3.16879
32.75978,-97.18629,6024.82715,21.59073,23.71366,2.32765
32.75968,-97.15437,6021.7334,19.15323,30.71366,1.52178
32.75958,-97.12244,6032.6709,16.21573,29.27616,1.22056
32.75946,-97.09052,6030.6084,15.15323,24.21366,0.78336
32.75934,-97.05859,6026.0459,16.15323,23.15116,1.03301
32.75921,-97.02667,6022.57715,17.96573,24.33866,1.10466
32.75906,-96.99475,6017.88965,19.52823,24.02616,0.22582
32.75891,-96.96282,6021.01465,20.40323,22.71366,0.13568
32.75875,-96.9309,6027.26465,18.34073,22.96366,0.51984
32.75858,-96.89897,6042.2334,14.46573,23.46366,0.62841
32.787,-97.63328,6071.8584,15.27823,28.46366,-0.72611
32.78703,-97.60134,6060.1084,16.52823,29.77616,-0.49513
32.78705,-97.56941,6058.07715,17.52823,29.15116,-0.31445
32.78707,-97.53747,6045.95215,16.77823,24.58866,-0.25858
32.78708,-97.50554,6036.3584,16.90323,21.40116,-0.70638
32.78707,-97.4736,6028.57715,17.90323,23.15116,-1.44958
32.78706,-97.44167,6023.6709,18.27823,25.27616,-1.46537
32.78704,-97.40973,6031.7334,18.84073,24.77616,-1.31668
32.78701,-97.37779,6034.9209,19.21573,24.52616,-0.77685
32.78697,-97.34586,6033.1709,16.77823,25.27616,-0.39235
32.78692,-97.31392,6046.6084,13.59073,25.27616,0.49694
32.78686,-97.28199,6053.6709,15.21573,24.40116,3.39222
32.78679,-97.25005,6049.01465,17.52823,19.71366,5.91137
32.78671,-97.21812,6032.5459,16.46573,15.52616,6.12836
32.78663,-97.18618,6020.7959,14.71573,22.96366,3.97627
32.78653,-97.15425,6019.4209,13.46573,31.02616,3.93026
32.78642,-97.12231,6021.1709,13.27823,27.46366,5.02165
32.78631,-97.09037,6015.45215,14.65323,21.90116,3.03494
32.78619,-97.05844,6014.88965,16.90323,22.08866,0.43962
32.78605,-97.0265,6010.3584,18.40323,24.52616,0.16516
32.78591,-96.99457,6011.88965,19.09073,25.83866,0.56477
32.78576,-96.96264,6018.2959,20.15323,26.02616,0.7201
32.7856,-96.9307,6022.8584,20.52823,26.08866,0.69514
32.78543,-96.89877,6025.7334,18.34073,26.83866,-0.16916
32.81384,-97.63333,6053.4834,14.71573,27.83866,-0.59839
32.81388,-97.60138,6049.5459,16.52823,28.77616,-0.48406
32.8139,-97.56943,6038.95215,16.40323,27.65116,-0.21372
32.81392,-97.53749,6035.4834,14.02823,22.15116,-0.07424
32.81392,-97.50554,6035.32715,14.21573,19.33866,-0.95172
32.81392,-97.47359,6021.1084,16.34073,24.96366,-1.56881
32.81391,-97.44165,6027.7334,16.21573,30.65116,-0.92387
32.81389,-97.4097,6039.2334,15.21573,29.46366,-1.00234
32.81386,-97.37775,6036.82715,16.27823,27.02616,-1.04274
32.81382,-97.3458,6041.8584,15.27823,26.46366,-0.84759
32.81377,-97.31386,6048.88965,11.96573,27.83866,-0.34791
32.81371,-97.28191,6058.2959,13.90323,29.90116,3.09678
32.81364,-97.24996,6047.9209,15.52823,24.83866,5.07421
32.81356,-97.21802,6043.5459,12.21573,17.65116,6.48486
32.81348,-97.18607,6039.3584,10.27823,20.15116,6.72035
32.81338,-97.15413,6033.4834,10.65323,25.15116,7.1099
32.81327,-97.12218,6026.82715,10.09073,22.40116,7.68692
32.81316,-97.09023,6016.20215,9.46573,20.33866,5.76138
32.81303,-97.05829,6014.45215,11.71573,22.96366,2.29142
32.8129,-97.02634,6016.63965,15.46573,26.40116,0.7012
32.81276,-96.99439,6020.13965,17.71573,28.58866,0.83662
32.81261,-96.96245,6021.3584,18.71573,28.71366,0.90854
32.81244,-96.9305,6022.6084,20.34073,27.40116,0.72039
32.81227,-96.89856,6018.57715,21.40323,26.96366,-0.07948
32.84069,-97.63337,6047.4209,12.84073,29.83866,1.62604
32.84073,-97.60141,6037.57715,16.71573,27.77616,-1.0468
32.84075,-97.56946,6040.2334,17.27823,25.65116,-0.28867
32.84077,-97.5375,6046.6709,13.40323,21.77616,-0.80459
32.84077,-97.50554,6040.1084,10.77823,21.08866,0.78827
32.84077,-97.47358,6028.95215,12.59073,26.21366,4.12912
32.84076,-97.44163,6031.3584,12.27823,32.21366,3.36677
32.84074,-97.40967,6034.7959,10.65323,31.21366,1.52711
32.84071,-97.37771,6041.20215,12.96573,28.58866,-0.47921
32.84067,-97.34575,6045.32715,15.71573,27.27616,-1.33978
32.84062,-97.31379,6047.3584,14.09073,28.02616,-1.65741
32.84056,-97.28184,6051.70215,13.65323,31.77616,-0.18444
32.84049,-97.24988,6047.51465,14.96573,29.33866,1.10989
32.84041,-97.21792,6046.70215,13.77823,23.02616,2.63844
32.84032,-97.18596,6051.1709,13.15323,20.96366,4.18551
32.84023,-97.15401,6051.7334,12.71573,22.33866,5.12432
32.84012,-97.12205,6041.7959,9.15323,21.52616,5.50963
32.84001,-97.09009,6033.38965,5.96573,22.65116,4.75114
32.83988,-97.05813,6026.70215,7.84073,26.52616,2.63281
32.83975,-97.02618,6025.70215,12.52823,30.15116,1.11803
32.83961,-96.99422,6025.88965,15.46573,31.15116,0.82497
32.83946,-96.96226,6020.7959,16.21573,29.21366,1.01152
32.83929,-96.93031,6019.51465,18.09073,26.65116,0.84968
32.83912,-96.89835,6018.82715,21.59073,25.65116,0.43066
32.86754,-97.63342,6058.9209,14.52823,31.08866,1.00827
32.86758,-97.60145,6054.13965,17.90323,25.83866,-1.66079
