latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,600.91757,6.03517,1.89557,0.00809
32.76018,-97.60131,577.41757,6.91017,3.83307,-0.28303
32.76021,-97.56938,563.26132,5.78517,4.52057,0.3626
32.76022,-97.53746,549.69882,1.03517,3.64557,0.59588
32.76023,-97.50554,530.88632,-1.02733,1.58307,-0.10284
32.76023,-97.47361,506.35507,1.09767,-0.29193,-0.34777
32.76021,-97.44169,482.19882,0.03517,1.02057,0.27472
32.76019,-97.40976,469.38632,-4.65233,3.52057,0.33775
32.76016,-97.37784,468.01132,-6.46483,5.52057,-0.14046
32.76012,-97.34591,464.60507,-5.46483,6.77057,-0.17877
32.76007,-97.31399,458.29257,-5.65233,7.14557,0.12884
32.76001,-97.28206,458.13632,-7.52733,5.70807,0.01903
32.75994,-97.25014,472.26132,-8.21483,3.20807,-0.37288
32.75987,-97.21821,480.51132,-6.58983,2.89557,-0.39997
32.75978,-97.18629,469.29257,-5.71483,4.33307,0.24201
32.75968,-97.15437,452.10507,-7.96483,4.70807,0.56642
32.75958,-97.12244,470.69882,-11.40233,4.39557,0.52962
32.75946,-97.09052,468.57382,-13.65233,4.58307,0.44142
32.75934,-97.05859,457.60507,-14.33983,5.45807,0.32238
32.75921,-97.02667,444.69882,-14.96483,6.83307,0.28889
32.75906,-96.99475,434.66757,-16.21483,8.27057,0.24193
32.75891,-96.96282,431.01132,-17.27733,9.14557,0.12371
32.75875,-96.9309,429.13632,-17.52733,9.02057,-0.14639
32.75858,-96.89897,449.91757,-17.08983,8.08307,-0.26533
32.787,-97.63328,607.85507,6.78517,2.95807,-0.47001
32.78703,-97.60134,590.51132,7.22267,4.70807,-0.06684
32.78705,-97.56941,573.73007,3.91017,4.20807,0.46851
32.78707,-97.53747,540.04257,-1.33983,3.14557,0.51567
32.78708,-97.50554,503.57382,-2.46483,1.70807,-0.31591
32.78707,-97.4736,487.85507,1.53517,1.14557,-0.69395
32.78706,-97.44167,480.23007,1.78517,2.64557,0.23326
32.78704,-97.40973,490.04257,-3.21483,4.89557,0.41811
32.78701,-97.37779,486.29257,-5.58983,6.33307,-0.09934
32.78697,-97.34586,465.63632,-5.21483,6.83307,-0.05516
32.78692,-97.31392,472.41757,-6.40233,6.77057,0.32977
32.78686,-97.28199,458.79257,-8.96483,5.83307,0.32443
32.78679,-97.25005,448.85507,-9.27733,4.02057,-0.14336
32.78671,-97.21812,449.94882,-7.52733,2.64557,-0.13226
32.78663,-97.18618,446.88632,-7.46483,1.89557,0.48923
32.78653,-97.15425,438.91757,-10.21483,1.27057,0.72895
32.78642,-97.12231,444.23007,-12.83983,1.14557,0.39643
32.78631,-97.09037,444.04257,-13.96483,2.02057,0.17607
32.78619,-97.05844,448.35507,-13.96483,3.45807,0.09616
32.78605,-97.0265,433.48007,-13.77733,4.95807,0.11524
32.78591,-96.99457,430.07382,-14.15233,6.58307,0.19765
