latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,10666.73438,14.99097,10.25224,-0.90602
32.76018,-97.60131,10667.95312,14.05347,11.12724,-0.00361
32.76021,-97.56938,10665.67188,12.49097,12.93974,0.46433
32.76022,-97.53746,10664.85938,10.80347,14.00224,0.67833
32.76023,-97.50554,10663.20312,10.11597,14.43974,0.61326
32.76023,-97.47361,10668.23438,10.36597,15.06474,0.21863
32.76021,-97.44169,10670.57812,10.92847,14.68974,-0.02008
32.76019,-97.40976,10671.51562,11.17847,14.00224,0.10335
32.76016,-97.37784,10674.85938,11.36597,14.12724,0.12803
32.76012,-97.34591,10678.39062,11.67847,14.81474,-0.39848
32.76007,-97.31399,10684.42188,12.49097,15.62724,-0.49706
32.76001,-97.28206,10688.92188,12.24097,15.18974,-1.50857
32.75994,-97.25014,10689.51562,10.17847,13.81474,-4.35974
32.75987,-97.21821,10692.79688,11.49097,10.43974,2.42555
32.75978,-97.18629,10696.42188,14.67847,9.37724,9.69323
32.75968,-97.15437,10695.42188,15.67847,12.12724,10.39559
32.75958,-97.12244,10694.73438,19.17847,15.50224,7.85559
32.75946,-97.09052,10688.26562,25.80347,16.37724,1.85151
32.75934,-97.05859,10679.48438,27.24097,15.25224,-0.88653
32.75921,-97.02667,10677.01562,22.86597,13.12724,-0.80341
32.75906,-96.99475,10676.51562,19.67847,11.25224,-1.52949
32.75891,-96.96282,10679.35938,19.42847,10.62724,-1.5035
32.75875,-96.9309,10682.14062,20.30347,11.37724,-0.84376
32.75858,-96.89897,10683.54688,21.05347,12.06474,-0.55568
32.787,-97.63328,10673.57812,16.36597,11.18974,0.03747
32.78703,-97.60134,10666.35938,14.55347,12.18974,0.78477
32.78705,-97.56941,10665.04688,11.55347,13.56474,0.69502
32.78707,-97.53747,10661.01562,9.61597,13.93974,0.23499
32.78708,-97.50554,10663.98438,9.99097,13.62724,-0.39029
32.78707,-97.4736,10671.07812,11.30347,14.06474,-1.15531
32.78706,-97.44167,10672.20312,12.11597,14.62724,-1.20499
32.78704,-97.40973,10674.35938,12.24097,14.62724,-0.32463
32.78701,-97.37779,10676.17188,12.24097,14.50224,0.41616
32.78697,-97.34586,10680.17188,12.42847,15.00224,0.41603
32.78692,-97.31392,10685.45312,12.80347,16.37724,0.42414
32.78686,-97.28199,10691.51562,11.67847,16.50224,-0.79285
32.78679,-97.25005,10699.95312,8.99097,15.81474,-1.97537
32.78671,-97.21812,10713.54688,10.24097,15.43974,4.94169
32.78663,-97.18618,10715.89062,15.42847,15.75224,8.91621
32.78653,-97.15425,10707.76562,20.30347,17.06474,5.3598
32.78642,-97.12231,10698.07812,25.11597,19.18974,1.57125
32.78631,-97.09037,10684.29688,28.55347,19.87724,0.70723
32.78619,-97.05844,10674.23438,26.80347,19.06474,1.97541
32.78605,-97.0265,10669.01562,21.30347,17.18974,2.78136
32.78591,-96.99457,10669.95312,18.42847,13.87724,0.92865
32.78576,-96.96264,10676.20312,19.67847,11.25224,-1.35659
32.7856,-96.9307,10679.17188,21.55347,11.06474,-1.40462
32.78543,-96.89877,10678.64062,22.24097,12.25224,-0.82731
32.81384,-97.63333,10663.14062,17.05347,11.62724,0.55665
32.81388,-97.60138,10664.48438,14.99097,12.87724,0.39155
32.8139,-97.56943,10661.10938,11.49097,12.81474,0.02108
32.81392,-97.53749,10661.26562,9.61597,12.12724,-0.73608
32.81392,-97.50554,10666.67188,10.42847,11.43974,-1.59833
32.81392,-97.47359,10668.10938,12.80347,11.50224,-2.15582
32.81391,-97.44165,10669.79688,14.30347,12.93974,-2.50309
32.81389,-97.4097,10673.67188,13.80347,14.43974,-1.74781
32.81386,-97.37775,10676.51562,12.80347,15.31474,-0.448
32.81382,-97.3458,10679.70312,12.61597,16.00224,0.50644
32.81377,-97.31386,10683.73438,12.55347,17.50224,0.77767
32.81371,-97.28191,10690.54688,11.05347,18.37724,-0.16804
32.81364,-97.24996,10697.17188,9.05347,19.12724,-0.02004
32.81356,-97.21802,10711.29688,10.11597,21.18974,1.62522
32.81348,-97.18607,10713.85938,14.55347,21.75224,0.63983
32.81338,-97.15413,10703.01562,19.42847,21.93974,0.15333
32.81327,-97.12218,10691.23438,22.67847,20.37724,0.63207
32.81316,-97.09023,10677.70312,23.99097,19.68974,-0.27579
32.81303,-97.05829,10669.42188,22.49097,21.62724,0.33396
32.8129,-97.02634,10667.64062,18.42847,21.56474,3.1227
32.81276,-96.99439,10668.14062,16.61597,17.00224,4.31554
32.81261,-96.96245,10672.54688,19.42847,12.37724,0.98727
32.81244,-96.9305,10675.54688,22.49097,11.18974,-1.66978
32.81227,-96.89856,10674.85938,23.17847,12.43974,-1.36233
32.84069,-97.63337,10662.95312,15.86597,10.25224,-0.65559
32.84073,-97.60141,10660.29688,15.30347,10.87724,-1.51309
32.84075,-97.56946,10660.92188,12.80347,9.81474,-1.40358
32.84077,-97.5375,10665.85938,10.99097,9.25224,-1.43494
32.84077,-97.50554,10668.51562,10.92847,10.12724,-1.44181
32.84077,-97.47358,10672.98438,13.36597,11.25224,-0.2744
32.84076,-97.44163,10670.29688,15.99097,12.81474,-1.05491
32.84074,-97.40967,10670.82812,15.30347,14.62724,-2.07584
32.84071,-97.37771,10674.17188,12.99097,16.43974,-1.24568
32.84067,-97.34575,10677.48438,11.92847,17.68974,0.32539
32.84062,-97.31379,10679.82812,11.55347,19.00224,0.91752
32.84056,-97.28184,10683.67188,10.55347,20.00224,0.25126
32.84049,-97.24988,10688.35938,9.99097,21.50224,0.12781
32.84041,-97.21792,10694.10938,10.55347,21.75224,-1.64788
32.84032,-97.18596,10695.17188,12.99097,19.12724,-1.64413
32.84023,-97.15401,10691.26562,16.67847,19.43974,1.09198
32.84012,-97.12205,10685.89062,18.30347,18.62724,0.91856
32.84001,-97.09009,10675.23438,17.92847,19.37724,-3.04336
32.83988,-97.05813,10671.98438,16.61597,23.68974,-2.26428
32.83975,-97.02618,10672.48438,15.17847,23.75224,4.35709
32.83961,-96.99422,10668.60938,16.49097,17.37724,7.98547
32.83946,-96.96226,10668.04688,20.61597,12.50224,3.34371
32.83929,-96.93031,10672.23438,23.05347,11.75224,-1.90074
32.83912,-96.89835,10674.26562,23.11597,13.06474,-2.0371
32.86754,-97.63342,10659.92188,12.55347,8.31474,-2.06256
32.86758,-97.60145,10657.67188,14.86597,7.87724,-2.3829
32.8676,-97.56948,10662.60938,14.17847,7.50224,-1.81389
32.86762,-97.53751,10667.73438,12.11597,8.62724,-1.11439
32.86763,-97.50554,10672.45312,10.99097,11.50224,-0.23385
32.86762,-97.47357,10684.67188,12.67847,14.37724,1.57287
32.86761,-97.4416,10680.45312,15.24097,15.75224,0.95796
32.86759,-97.40964,10673.17188,14.67847,16.50224,-0.91696
32.86756,-97.37767,10671.45312,12.24097,18.12724,-0.93341
32.86752,-97.3457,10674.85938,10.80347,19.68974,0.28426
32.86747,-97.31373,10676.10938,10.30347,20.81474,1.13139
32.86741,-97.28176,10679.95312,9.80347,21.50224,0.72817
32.86734,-97.24979,10686.17188,9.80347,22.06474,0.2101
32.86726,-97.21782,10689.92188,8.55347,18.62724,-2.18444
32.86718,-97.18585,10687.17188,9.92847,14.31474,-1.1505
32.86708,-97.15389,10686.04688,14.99097,15.50224,3.77796
32.86697,-97.12192,10682.04688,16.86597,17.75224,3.00149
32.86686,-97.08995,10678.92188,14.74097,19.87724,-0.25901
32.86673,-97.05798,10677.48438,13.17847,23.25224,2.55937
32.8666,-97.02601,10673.20312,15.11597,21.50224,9.68095
32.86646,-96.99404,10667.14062,19.61597,15.31474,10.2845
32.86631,-96.96208,10665.82812,23.24097,12.37724,2.69898
32.86614,-96.93011,10671.60938,23.74097,12.56474,-2.78103
32.86597,-96.89814,10675.35938,22.99097,13.81474,-2.20888
32.8944,-97.63347,10652.04688,10.17847,8.50224,-0.1925
32.89443,-97.60149,10660.89062,13.86597,8.12724,-0.85822
32.89446,-97.56951,10664.67188,14.30347,8.75224,-1.27922
32.89447,-97.53752,10666.26562,12.36597,10.81474,-0.53058
32.89448,-97.50554,10668.89062,11.42847,13.93974,0.44072
32.89447,-97.47356,10675.51562,12.49097,17.06474,1.24579
32.89446,-97.44158,10676.17188,13.74097,18.37724,0.58856
32.89444,-97.4096,10671.42188,12.86597,18.68974,-0.75297
32.89441,-97.37762,10670.64062,10.74097,20.00224,-0.74452
32.89437,-97.34564,10674.35938,9.67847,21.37724,0.01283
32.89432,-97.31366,10679.04688,9.36597,22.12724,0.8024
32.89426,-97.28168,10684.17188,8.80347,22.12724,0.85997
32.89419,-97.2497,10688.42188,8.61597,21.43974,0.81886
32.89411,-97.21772,10692.23438,6.42847,16.87724,-1.58416
32.89403,-97.18574,10688.60938,6.30347,14.50224,-2.28623
32.89393,-97.15376,10693.17188,12.92847,15.50224,6.23802
32.89383,-97.12179,10690.42188,17.55347,18.00224,9.16785
32.89371,-97.08981,10686.92188,16.67847,19.68974,8.98112
32.89359,-97.05783,10681.79688,16.74097,20.56474,11.23827
32.89345,-97.02585,10672.76562,20.36597,17.75224,12.0383
32.89331,-96.99387,10667.51562,24.11597,14.18974,5.8982
32.89316,-96.96189,10668.35938,25.05347,13.25224,-1.34822
32.893,-96.92991,10673.85938,23.99097,13.56474,-3.11572
32.92125,-97.63351,10660.45312,11.49097,10.81474,2.30367
32.92128,-97.60152,10664.42188,14.05347,11.25224,-0.13515
32.92131,-97.56953,10663.01562,13.99097,11.75224,-1.14012
32.92133,-97.53754,10661.20312,12.92847,13.18974,-0.39066
32.92133,-97.50555,10662.42188,13.05347,15.18974,-0.127
32.92133,-97.47356,10665.67188,13.86597,15.81474,0.21842
32.92132,-97.44156,10669.73438,14.36597,16.06474,0.86882
32.92129,-97.40957,10668.54688,13.11597,17.43974,0.44119
32.92126,-97.37758,10669.20312,10.99097,20.25224,-0.25891
32.92122,-97.34559,10672.39062,9.99097,22.06474,-0.36568
32.92117,-97.3136,10675.10938,9.61597,22.06474,-0.41482
32.92111,-97.28161,10678.10938,8.80347,21.50224,-0.04475
32.92105,-97.24962,10681.45312,8.30347,20.43974,0.89303
32.92097,-97.21763,10686.51562,6.67847,17.12724,-0.40694
32.92088,-97.18564,10695.17188,4.86597,17.31474,-2.30913
32.92078,-97.15364,10708.51562,9.42847,19.25224,3.60957
32.92068,-97.12165,10701.79688,16.86597,20.56474,9.22192
32.92056,-97.08966,10692.17188,20.67847,20.50224,10.65435
32.92044,-97.05767,10682.85938,22.86597,18.81474,8.92798
32.92031,-97.02568,10672.95312,24.61597,16.00224,3.90205
32.92016,-96.99369,10670.10938,25.17847,14.43974,-1.61217
32.92001,-96.9617,10672.92188,24.61597,14.31474,-3.27212
32.91985,-96.92971,10675.20312,23.92847,14.37724,-1.76456
32.9481,-97.63356,10664.32812,13.42847,13.87724,1.76308
32.94814,-97.60156,10662.70312,13.80347,14.12724,-1.27989
32.94816,-97.56955,10658.79688,13.55347,13.62724,-1.19009
32.94818,-97.53755,10654.73438,14.55347,13.87724,-0.49711
32.94819,-97.50555,10656.26562,14.99097,14.00224,-0.53744
