latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
32.76015,-97.63323,350.97894,6.40684,0.56993,0.01663
32.76018,-97.60131,327.29144,7.34434,2.38243,-0.09167
32.76021,-97.56938,313.01019,6.53184,3.31993,0.02739
32.76022,-97.53746,299.10394,2.34434,2.31993,0.06247
32.76023,-97.50554,279.88519,0.40684,0.25743,-0.00774
32.76023,-97.47361,255.35394,2.78184,-1.18007,-0.05345
32.76021,-97.44169,231.13519,2.90684,-0.18007,-0.00234
32.76019,-97.40976,218.16644,-1.03066,1.69493,0.02985
32.76016,-97.37784,216.60394,-2.96816,3.31993,-0.02111
32.76012,-97.34591,212.94769,-1.84316,4.75743,-0.03986
32.76007,-97.31399,206.60394,-1.90566,5.44493,0.01642
32.76001,-97.28206,206.26019,-3.53066,4.31993,-0.0211
32.75994,-97.25014,220.35394,-3.78066,2.06993,-0.07753
32.75987,-97.21821,228.97894,-1.65566,1.69493,-0.06415
32.75978,-97.18629,218.04144,-0.65566,3.06993,0.01378
32.75968,-97.15437,200.76019,-2.78066,3.19493,0.03795
32.75958,-97.12244,219.47894,-5.78066,2.25743,0.0219
32.75946,-97.09052,217.10394,-7.84316,1.81993,0.06231
32.75934,-97.05859,205.82269,-8.59316,2.25743,0.0569
32.75921,-97.02667,192.54144,-8.78066,3.19493,0.03803
32.75906,-96.99475,182.10394,-9.28066,4.44493,0.02187
32.75891,-96.96282,178.16644,-10.28066,5.88243,0.02725
32.75875,-96.9309,176.16644,-10.90566,6.63243,-0.07495
32.75858,-96.89897,197.35394,-10.90566,6.38243,-0.15857
32.787,-97.63328,358.07269,7.34434,1.88243,-0.07019
32.78703,-97.60134,340.57269,7.96934,3.69493,-0.05654
32.78705,-97.56941,323.51019,5.09434,3.00743,-0.00236
32.78707,-97.53747,289.13519,0.21934,1.38243,0.04894
32.78708,-97.50554,252.10394,-0.78066,-0.05507,-0.02388
32.78707,-97.4736,236.60394,3.28184,-0.05507,-0.08823
32.78706,-97.44167,229.13519,4.46934,1.56993,0.0218
32.78704,-97.40973,238.94769,0.28184,3.44493,0.07828
32.78701,-97.37779,234.91644,-2.09316,4.94493,0.01379
32.78697,-97.34586,214.04144,-1.21816,5.63243,0.00839
32.78692,-97.31392,221.13519,-2.15566,5.50743,0.05403
32.78686,-97.28199,207.38519,-4.71816,4.56993,0.07279
32.78679,-97.25005,197.16644,-4.90566,3.13243,-0.01842
32.78671,-97.21812,198.41644,-2.34316,2.06993,-0.03183
32.78663,-97.18618,195.41644,-1.78066,1.19493,0.05132
32.78653,-97.15425,187.51019,-4.71816,0.00743,0.08629
32.78642,-97.12231,192.76019,-7.40566,-0.93007,0.03799
32.78631,-97.09037,192.29144,-8.15566,-0.55507,0.01379
32.78619,-97.05844,196.41644,-8.15566,0.69493,0.01917
